transaction_amount,transaction_time,customer_age,fraudulent,merchant_category_Electronics,merchant_category_Fuel,merchant_category_Grocery,merchant_category_Restaurants,mode_of_payment_Debit Card,mode_of_payment_Net Banking,mode_of_payment_UPI
3649.38286079863,3,36,0,1,0,0,0,0,0,1
3189.5995694192898,9,53,0,1,0,0,0,1,0,0
4436.627649168751,11,68,0,0,0,0,0,0,0,1
2363.713551183937,13,26,0,0,0,0,1,0,0,1
602.373258461817,15,65,0,0,0,0,0,0,0,1
3567.65771217886,21,76,0,0,0,0,0,0,0,0
3805.1213178414027,17,53,0,0,0,0,0,1,0,0
2808.579601859634,20,55,0,1,0,0,0,0,0,0
3855.9810638730323,21,57,0,0,1,0,0,0,0,1
2471.5090038401318,20,76,0,1,0,0,0,1,0,0
2616.0504827630602,11,46,0,0,0,1,0,0,0,1
2140.5673867009555,17,41,0,0,0,0,0,0,0,0
131.96853808675547,6,65,0,0,0,0,0,0,0,0
543.9176778315557,19,22,0,0,0,1,0,0,0,1
161.9887825052376,23,70,0,0,0,0,0,1,0,0
3183.8700042625833,22,71,0,0,0,0,0,0,0,0
1575.2081254762518,6,59,0,0,0,0,0,0,0,1
2545.3106023676905,8,72,0,0,0,1,0,0,1,0
4538.294537260835,0,62,0,1,0,0,0,0,0,1
1250.2146845986304,5,78,0,0,0,0,0,0,0,1
2054.8627005629705,5,43,0,0,1,0,0,1,0,0
3778.9779370225283,21,31,0,0,0,1,0,0,0,1
1147.8468366306543,11,56,0,0,0,0,1,0,1,0
389.514649594821,21,46,0,0,0,1,0,0,0,1
1452.3085073042712,11,69,0,1,0,0,0,0,1,0
810.3003298337521,9,23,1,0,0,1,0,0,0,0
4648.839773451153,22,24,0,0,0,0,1,0,0,1
4041.5612959242626,5,54,0,0,1,0,0,1,0,0
3168.8517637695654,16,70,0,0,0,0,1,0,0,1
4357.94564798765,18,35,0,0,0,1,0,0,1,0
4019.3420241110766,17,40,0,0,0,0,1,0,1,0
936.9174441357491,5,61,0,0,0,1,0,1,0,0
4463.332197457439,23,55,0,0,1,0,0,0,1,0
2699.0144983686755,18,76,0,0,1,0,0,0,0,1
4038.1635750444925,9,18,0,1,0,0,0,0,1,0
4480.976043117848,23,21,0,0,1,0,0,0,0,1
1593.4273574844601,7,68,0,0,0,0,0,0,0,1
554.7093630157455,20,61,0,0,0,0,1,0,1,0
1143.5361368969986,23,64,0,0,0,0,1,1,0,0
2138.4034041881505,5,52,0,0,0,1,0,0,0,0
4090.983755782853,20,40,0,0,1,0,0,1,0,0
4304.349263365435,6,44,0,1,0,0,0,0,0,0
39.72589200329757,23,77,0,1,0,0,0,1,0,0
2556.1827763749407,0,43,0,1,0,0,0,0,0,1
2089.967960728151,17,69,0,0,0,0,0,0,0,1
1114.4285133012977,23,77,0,0,1,0,0,0,1,0
603.7275098317456,19,25,0,1,0,0,0,0,0,0
1691.3877811611217,11,60,0,0,0,0,0,0,0,0
4714.833971043033,15,33,0,0,0,0,1,0,1,0
1619.3986454436724,9,58,0,0,0,1,0,1,0,0
2596.3591556081137,9,20,0,0,1,0,0,0,1,0
3516.5796996814133,13,49,0,0,1,0,0,1,0,0
1821.3298638845733,19,22,0,0,0,0,1,0,1,0
4859.051503191198,9,37,0,0,1,0,0,0,0,0
4812.424238235845,9,31,0,0,1,0,0,0,0,0
1262.652567647694,10,77,0,0,1,0,0,1,0,0
2488.756286932465,22,49,0,0,1,0,0,0,0,0
1507.8871575347644,1,43,0,0,0,0,0,0,0,0
1427.7782694154507,19,64,0,0,0,0,0,0,0,0
189.2503020358913,7,23,0,0,0,1,0,0,0,0
3049.773848229585,22,76,0,0,1,0,0,0,0,1
2515.881721028163,6,75,0,0,0,0,1,0,1,0
262.1363624936968,7,53,0,1,0,0,0,0,1,0
1396.8390888618742,0,57,0,0,0,1,0,0,0,1
4541.788100403435,20,68,0,1,0,0,0,0,0,0
1201.6116438815272,1,76,0,1,0,0,0,0,1,0
728.7498860956593,17,22,0,0,1,0,0,0,1,0
2449.8165375864273,14,30,0,0,0,0,1,0,1,0
4928.32401828245,0,49,0,1,0,0,0,1,0,0
1214.0660811999446,4,33,0,1,0,0,0,0,0,1
3362.3170592923634,1,18,0,0,0,1,0,1,0,0
3809.2899785669442,19,30,0,0,0,0,1,1,0,0
1191.9995322420364,2,71,0,0,0,0,1,0,0,1
3642.4406613162387,18,28,1,1,0,0,0,0,1,0
1842.0767479326698,17,70,0,0,0,0,1,1,0,0
3163.3676238149296,21,25,0,0,0,1,0,0,1,0
3169.480905250669,17,42,0,0,0,1,0,1,0,0
2681.1945469534185,13,57,0,0,0,1,0,0,1,0
455.9974014217695,23,49,0,0,1,0,0,0,0,0
4177.335965468244,7,41,0,1,0,0,0,0,0,0
1607.2964245338205,11,45,0,0,0,0,1,0,0,0
936.6599594472718,20,31,0,0,0,1,0,0,0,1
208.67183206604577,9,62,0,1,0,0,0,0,0,0
2956.510251225268,22,20,0,1,0,0,0,1,0,0
3389.4339874022007,19,53,0,0,1,0,0,0,1,0
87.85620549464147,16,44,0,0,0,0,1,0,1,0
2562.9048262049087,10,37,0,0,0,0,1,0,1,0
1136.3463971137,1,64,0,0,0,1,0,0,1,0
3227.638088095202,3,32,0,0,0,1,0,1,0,0
875.9603128799323,0,79,0,1,0,0,0,0,1,0
3456.2340018218174,14,44,0,0,0,0,1,1,0,0
1936.7430547711845,12,70,0,0,0,0,1,1,0,0
4683.966293739989,7,62,0,0,0,1,0,0,1,0
691.9171160092363,3,58,0,0,0,0,0,0,1,0
1708.6264234960413,9,45,0,1,0,0,0,0,1,0
571.8002385967424,18,42,0,0,0,0,1,1,0,0
4623.844623301421,17,59,0,0,1,0,0,0,0,1
4387.310070138,4,78,0,0,1,0,0,1,0,0
1293.4184304372022,18,61,0,0,0,0,0,0,0,1
3301.6203099407244,22,63,0,0,0,1,0,0,1,0
4087.0248900050733,21,50,0,0,0,1,0,1,0,0
2778.228053939314,15,63,0,0,0,1,0,0,1,0
2650.6046388882523,0,31,0,0,1,0,0,0,0,1
1213.0521930477562,11,25,0,0,0,1,0,0,0,1
470.0483251904666,23,65,0,0,1,0,0,1,0,0
4486.592710976867,1,31,0,0,0,0,0,1,0,0
4502.588195530836,20,18,0,1,0,0,0,1,0,0
3167.3417790799735,7,33,0,0,0,0,1,1,0,0
1698.4538062882598,17,35,0,0,0,0,0,0,0,0
1749.301825190241,15,24,0,0,1,0,0,0,0,0
3631.148615956846,4,32,0,0,0,0,0,0,1,0
4486.065748463123,21,41,0,0,0,0,1,0,0,1
4435.996689204261,12,66,0,1,0,0,0,0,0,1
3900.478351558831,18,68,1,0,0,0,1,0,1,0
3211.9480725406675,2,72,0,0,1,0,0,0,1,0
425.2791251502689,7,30,0,0,0,0,1,0,1,0
812.3354269025958,11,26,0,0,0,0,0,0,0,0
4493.278171692761,1,73,0,0,0,1,0,0,1,0
3034.113152999652,10,73,0,0,0,0,0,0,0,1
50.93927282506509,11,32,0,0,1,0,0,0,1,0
511.8503566158304,17,74,0,1,0,0,0,1,0,0
3319.1913366947388,12,75,0,0,0,0,1,0,0,1
30.28261131186234,4,52,0,1,0,0,0,0,0,1
808.2362168304057,21,41,0,0,1,0,0,0,0,1
2745.925277886098,11,50,0,0,0,0,1,0,0,0
3461.016512475003,1,33,0,0,0,0,0,0,0,0
3261.54649121549,4,25,0,0,0,0,0,0,0,1
1125.2252007554962,6,46,0,0,1,0,0,1,0,0
3562.3352106309417,23,40,1,0,0,0,1,0,0,1
1190.0591920465163,11,62,0,0,0,0,0,0,0,0
1630.3714923055422,15,48,0,0,1,0,0,1,0,0
3733.7245685645307,22,57,0,0,1,0,0,0,0,1
3249.916330740837,7,66,0,1,0,0,0,0,0,0
4246.870935418418,8,71,0,0,0,0,0,1,0,0
3289.776397040215,14,72,0,0,0,0,1,0,1,0
2843.7014736606807,4,31,0,0,0,0,0,0,1,0
472.9054653013219,12,76,0,0,0,0,0,0,0,1
1841.7404362818704,4,70,0,0,0,0,0,0,1,0
1329.6858265702185,10,47,0,0,1,0,0,0,0,0
1223.7282686785225,9,70,0,0,0,1,0,1,0,0
4865.187720988466,19,56,0,0,0,1,0,0,0,1
1968.5231347104682,12,44,0,1,0,0,0,1,0,0
4460.772543109681,8,64,0,0,0,0,0,1,0,0
3157.537436856328,20,33,0,0,0,1,0,1,0,0
3975.0824611905336,13,68,0,1,0,0,0,0,0,0
2515.672280060435,17,23,0,0,1,0,0,0,0,1
2886.634903708664,14,72,0,0,0,0,0,0,1,0
2465.1258806252254,9,50,0,0,0,0,1,1,0,0
980.2387240512322,23,61,0,0,1,0,0,1,0,0
3613.648315731219,6,35,0,1,0,0,0,1,0,0
1407.4579503920747,7,33,0,0,1,0,0,0,0,0
126.45825232511193,2,29,0,0,0,0,1,0,1,0
3229.134118056303,14,37,0,0,1,0,0,1,0,0
889.6678436382094,15,62,0,1,0,0,0,0,0,0
4702.590628842807,3,57,0,0,0,0,1,0,0,0
4769.873242127924,20,76,0,0,0,0,1,1,0,0
4574.74762915114,5,46,0,0,1,0,0,1,0,0
1853.9427077759447,0,47,0,0,0,0,1,0,0,0
82.2057995616928,3,43,0,0,1,0,0,0,0,0
4641.951220125688,10,39,0,0,0,0,0,1,0,0
2143.779820844985,11,50,0,0,0,0,1,0,0,0
4833.440821123129,4,75,0,0,1,0,0,0,0,0
4818.281785560818,22,70,0,0,0,0,0,1,0,0
4265.7822300594635,20,56,0,0,0,0,1,1,0,0
1475.7722158875806,15,64,0,0,0,0,0,0,0,1
1928.5631543666166,12,46,0,0,0,0,1,0,1,0
4256.4276742267,12,39,0,1,0,0,0,1,0,0
1588.025415755607,16,62,0,1,0,0,0,1,0,0
851.616269697032,6,30,1,0,1,0,0,1,0,0
2786.222305979459,7,77,0,0,0,1,0,0,1,0
4681.093096933101,12,26,0,1,0,0,0,0,0,1
3481.6688343914902,22,41,0,0,0,1,0,0,0,0
2852.455544596378,15,32,0,0,0,0,0,0,1,0
490.39658638498884,3,53,0,0,0,0,0,1,0,0
3076.961097362353,7,30,0,0,0,1,0,1,0,0
4950.318981270795,15,44,0,0,1,0,0,0,0,1
704.7196561064375,20,61,0,0,0,0,1,0,0,1
2594.056613556865,9,54,0,0,0,1,0,0,0,1
4387.478494280137,11,24,0,0,0,1,0,0,0,0
3705.1392456822514,11,25,0,0,0,1,0,0,1,0
3486.5936262713635,4,54,0,0,0,1,0,0,1,0
3513.9079995156108,15,58,0,0,0,1,0,0,0,1
1800.658300342677,0,31,0,0,1,0,0,0,0,0
1471.4912621011445,8,75,0,1,0,0,0,0,1,0
4047.7589716151756,11,29,0,0,0,0,1,1,0,0
4051.5164064225078,4,53,0,1,0,0,0,1,0,0
4336.026231307618,21,69,0,0,0,1,0,1,0,0
4566.636560019574,19,78,0,1,0,0,0,0,1,0
2559.1552823103843,21,57,0,0,1,0,0,0,0,1
2510.073891962562,23,34,0,0,0,0,0,1,0,0
3992.484418939042,2,57,0,1,0,0,0,0,0,1
3251.569834234937,4,70,0,0,0,0,1,0,0,0
3511.324551902228,1,46,0,0,1,0,0,1,0,0
3979.984383833325,13,79,0,0,0,0,0,0,0,0
4450.5766823787435,1,44,0,0,1,0,0,0,0,1
1693.2858084734214,12,18,0,0,0,1,0,0,1,0
1881.0368484365204,6,69,0,0,0,0,0,0,0,1
474.43978950514065,9,51,0,0,0,0,1,1,0,0
2893.509304275889,12,21,0,0,0,0,0,1,0,0
184.53165761472673,15,41,0,0,0,0,1,0,0,1
2330.6621005716383,13,38,1,0,0,1,0,1,0,0
2715.509950364345,10,50,0,0,0,0,1,1,0,0
1436.2735543807805,9,24,0,0,1,0,0,0,0,0
2956.2121365422086,5,18,0,1,0,0,0,0,1,0
157.3487484455519,3,58,0,0,1,0,0,0,0,1
191.55420280232602,20,20,0,0,1,0,0,0,0,0
4113.889800494993,0,61,0,0,0,0,0,1,0,0
1804.1522538492582,6,68,0,0,0,1,0,0,0,0
639.6672606961645,23,32,0,1,0,0,0,0,1,0
2613.6050839737477,8,48,0,0,0,0,1,0,0,1
3851.117797727561,7,71,0,0,0,0,0,0,1,0
1083.0260323467317,4,33,0,0,0,1,0,0,1,0
3116.337926715906,18,27,0,1,0,0,0,0,0,0
431.31058764387114,9,71,0,0,1,0,0,0,0,0
263.15019723719547,10,46,0,0,0,1,0,0,1,0
2659.116384682899,14,76,0,0,0,1,0,1,0,0
2705.472432442482,5,76,0,0,0,1,0,0,0,1
3188.9623579835416,14,23,0,0,1,0,0,1,0,0
3631.8262119446945,4,46,0,0,0,0,1,1,0,0
4879.38113691536,18,34,0,0,0,0,0,0,0,1
2583.9202397644704,21,70,0,0,0,0,1,0,0,0
1618.1675823415235,18,77,0,1,0,0,0,1,0,0
3976.955042869675,9,39,0,0,0,0,0,0,0,0
1357.8070950540607,11,41,0,1,0,0,0,0,0,1
2197.6622464246525,21,78,0,0,1,0,0,1,0,0
396.88962480461845,3,34,0,0,0,0,1,0,0,0
131.62696336021025,17,38,0,0,0,1,0,0,0,0
4813.428831316236,15,68,0,0,0,0,0,1,0,0
4180.720701958468,7,67,0,0,0,1,0,0,0,1
3481.3911594380215,3,28,0,1,0,0,0,0,1,0
2047.719957349278,22,73,0,0,0,1,0,0,0,0
870.6051287538746,11,24,0,0,0,1,0,0,0,1
786.4030281420748,1,59,0,0,1,0,0,1,0,0
1254.9632763321536,3,56,0,0,1,0,0,0,0,0
2748.387190207072,4,22,0,0,0,0,1,0,0,0
3574.4066338868115,2,61,0,1,0,0,0,0,0,0
3302.6858967050675,8,65,0,0,1,0,0,0,0,1
1403.2698152449846,20,78,0,0,1,0,0,0,0,0
4774.552076912654,17,74,0,0,0,0,1,0,0,0
3690.795098895364,10,38,0,0,0,0,0,1,0,0
2773.9984922944464,2,35,0,0,0,0,1,0,0,0
3060.5451274405896,22,52,0,0,0,1,0,0,0,1
2100.9023118268105,1,37,0,0,0,1,0,1,0,0
1242.4162925582816,8,32,0,0,1,0,0,0,1,0
1783.0835298630516,13,22,0,0,1,0,0,1,0,0
3790.4413217695237,3,30,0,0,0,0,1,0,0,0
76.89547570563056,8,68,0,0,0,0,1,0,1,0
584.7828393320466,12,29,0,1,0,0,0,1,0,0
234.78319689865498,17,79,0,0,0,1,0,0,0,0
208.44036758325583,14,72,0,0,0,0,1,1,0,0
4278.025617134981,9,38,0,0,0,0,0,0,0,1
3519.771007603218,15,54,0,1,0,0,0,0,0,0
2373.4982762911895,11,23,0,0,0,0,1,0,0,1
493.68163245175236,19,24,0,0,1,0,0,0,0,0
2460.6212962085774,4,43,0,0,0,0,1,0,0,1
2369.9914950489256,1,59,0,0,1,0,0,0,1,0
870.1433402005258,9,65,0,0,1,0,0,0,0,1
2172.0889879436754,0,25,0,0,0,1,0,1,0,0
1995.5311483148803,6,26,0,0,0,1,0,0,0,0
3081.171239770821,16,44,0,0,0,0,1,1,0,0
3177.292786083881,15,21,1,0,0,0,1,0,0,1
231.29352881136236,23,38,0,0,0,0,0,0,0,0
1876.1900100592238,2,48,0,1,0,0,0,0,0,1
3131.1702789926107,13,38,0,1,0,0,0,0,1,0
2518.1656116075383,9,57,0,0,0,0,1,0,1,0
4283.16675673567,21,42,0,0,0,1,0,0,1,0
3295.1746899366303,6,56,0,0,0,0,0,0,0,1
818.8574632717413,16,32,0,1,0,0,0,0,0,1
357.49089326514706,5,70,0,0,0,0,1,0,1,0
3213.8842946405466,22,52,0,0,0,1,0,0,0,1
137.42399615540094,21,66,0,0,0,1,0,1,0,0
2930.949028460949,3,60,0,0,0,1,0,0,0,1
4701.450055917663,16,58,0,0,1,0,0,1,0,0
2879.4935184900155,8,54,0,0,0,1,0,0,1,0
1943.908781401577,3,74,0,0,0,0,1,0,0,1
3218.224651119554,6,59,0,0,0,0,0,0,1,0
2293.9731880051254,22,64,0,0,0,0,1,0,0,0
2730.355862633095,1,45,0,0,0,1,0,0,0,1
4707.616719838743,16,78,0,0,0,0,0,0,0,1
1933.5826758148673,23,31,0,1,0,0,0,0,1,0
4806.146866300452,7,21,1,1,0,0,0,0,1,0
4527.226456570538,22,70,0,0,0,0,1,0,1,0
982.9767182725357,14,37,0,0,0,0,0,0,0,0
351.45969787145145,14,51,0,0,0,0,1,0,0,0
508.3861168802461,7,29,0,0,0,0,0,0,1,0
96.0180191294909,15,50,0,0,0,0,0,0,0,1
476.74258897586236,18,41,0,0,0,0,1,0,0,1
3416.6188332147026,10,37,0,0,0,0,0,0,1,0
360.58729905884377,1,22,0,0,0,1,0,1,0,0
1598.2832733173377,22,55,0,0,0,0,0,0,0,0
4225.152178292426,23,47,0,0,0,0,0,0,0,0
121.2433190004502,16,41,0,0,0,0,1,1,0,0
4073.2700705317343,15,60,0,1,0,0,0,0,1,0
1412.8645999931327,14,57,0,0,1,0,0,0,0,1
595.233313970173,12,24,0,0,0,0,0,0,0,1
3485.2021409939325,14,53,0,0,1,0,0,0,0,0
3146.5695196655206,3,55,0,0,0,0,0,1,0,0
4387.972707567629,15,33,0,0,0,0,1,0,0,1
3676.6798638004093,11,69,0,0,0,0,1,0,0,0
4018.3872472723187,3,32,0,0,0,0,0,0,0,1
1413.7626899936758,2,63,0,0,0,0,1,0,0,1
891.3105211797155,21,40,0,0,0,0,1,0,0,1
3754.3206844460874,16,29,0,0,0,0,0,0,0,0
4035.1395226399836,21,46,0,1,0,0,0,1,0,0
4952.573184293363,17,61,0,0,0,0,0,0,1,0
2066.025296172575,17,65,0,1,0,0,0,1,0,0
1863.230338534952,22,32,0,0,0,0,1,0,0,1
3883.182738906274,16,46,0,1,0,0,0,1,0,0
1707.313683563824,11,62,0,0,0,0,1,0,0,1
4654.132841389805,22,60,0,1,0,0,0,0,0,0
4292.771695455844,20,79,0,1,0,0,0,0,0,0
2147.8251667382165,23,66,0,0,0,0,0,0,0,0
3755.6009836185294,3,38,0,1,0,0,0,0,0,1
3773.9416560529885,11,32,0,0,0,0,1,1,0,0
520.1037248354834,22,31,0,0,0,0,0,0,1,0
4513.251768864436,21,59,0,1,0,0,0,0,1,0
2528.7356003770465,20,61,0,0,0,0,0,0,0,0
4133.155043208169,19,33,0,0,1,0,0,0,1,0
1603.6477571479056,14,32,0,0,0,0,0,0,0,1
4478.138526338521,22,59,0,0,1,0,0,1,0,0
1949.0623852771448,15,21,0,0,1,0,0,0,1,0
59.13406914409031,4,44,0,0,0,0,0,0,1,0
4527.382972214222,20,40,0,0,0,0,1,1,0,0
460.9769505467371,14,46,0,0,0,0,1,0,1,0
1599.9716197641224,16,58,0,0,0,0,1,1,0,0
4750.559525418771,17,70,0,0,0,1,0,0,0,1
4753.282698953093,4,69,0,0,1,0,0,0,0,1
2869.322251175814,12,26,0,0,0,0,0,0,0,1
3161.0268747881473,18,70,0,0,0,0,1,0,0,0
2244.985382281707,12,74,0,0,0,0,1,0,0,1
1469.5878046318323,17,73,0,0,0,0,0,0,1,0
1646.6794041227301,13,69,0,0,1,0,0,0,0,0
3364.229688104807,3,60,0,0,0,0,0,0,0,0
3763.110774541212,3,60,0,0,0,1,0,0,0,0
3958.9373234106133,19,24,0,0,0,1,0,0,0,1
3949.142623258797,19,70,0,0,0,0,0,0,0,0
460.5744847282084,18,59,0,0,1,0,0,0,0,1
2474.6294219893944,12,21,0,0,0,0,1,0,0,1
292.5060062831382,11,22,0,0,0,1,0,0,0,0
2749.896767207059,6,22,0,0,0,1,0,0,0,0
2210.4448543600183,11,28,0,0,1,0,0,0,1,0
4439.082392877707,20,58,0,0,0,1,0,0,0,0
1757.820487697633,3,45,0,0,0,1,0,0,0,1
589.7497470558912,1,33,0,0,1,0,0,0,1,0
719.2434518539151,1,58,0,0,0,0,0,0,1,0
3808.745605428774,4,71,0,0,0,0,1,0,0,1
3092.999226264724,22,47,0,0,0,0,1,0,0,0
510.10776723333726,9,21,0,0,0,1,0,0,0,0
425.11349654441216,9,19,0,0,0,0,1,1,0,0
3506.3408116383043,8,63,0,0,0,0,0,0,0,0
368.45121678914666,12,20,0,0,0,1,0,1,0,0
4110.190996155329,6,67,0,0,0,0,1,0,1,0
3532.6799246466985,4,38,0,1,0,0,0,0,1,0
411.3371593062893,9,23,0,1,0,0,0,0,1,0
428.76438185553366,9,60,0,1,0,0,0,1,0,0
4933.264694613372,5,70,0,1,0,0,0,0,0,1
1874.482624801821,18,35,0,1,0,0,0,0,0,1
1856.35752459912,20,61,0,0,0,1,0,0,1,0
4064.9338384512253,7,22,0,0,1,0,0,1,0,0
4736.506644032374,0,26,0,0,1,0,0,1,0,0
4930.07531379524,16,37,0,0,0,1,0,0,1,0
3768.1240353684134,6,45,0,0,0,1,0,0,0,0
1884.4166297269242,13,43,0,0,0,0,0,0,1,0
422.08607990985047,20,35,0,0,1,0,0,1,0,0
3886.848845057547,20,36,0,1,0,0,0,0,0,0
2794.2292274303463,16,20,1,0,0,1,0,0,0,1
2123.9889361886467,8,26,0,1,0,0,0,0,0,0
4532.240153548206,16,53,0,0,1,0,0,0,0,1
560.431424119226,4,48,0,0,0,0,1,1,0,0
2465.6623959328413,19,66,0,0,0,0,1,0,1,0
61.71145561325825,7,34,0,0,0,1,0,0,1,0
2345.959906760661,5,72,0,0,0,0,0,0,1,0
286.23486203077755,10,40,0,1,0,0,0,0,1,0
598.4954917590193,18,51,0,0,0,1,0,0,1,0
592.0436026516389,3,58,0,0,0,0,0,1,0,0
3247.8054590697375,17,58,0,1,0,0,0,1,0,0
3731.4941719307894,0,22,0,0,1,0,0,0,1,0
2918.9269816603123,12,32,0,0,0,0,1,0,0,0
4811.051879630337,13,64,0,0,0,0,0,0,1,0
1877.4785447209017,23,20,0,1,0,0,0,0,0,1
1432.1318709778943,0,36,0,0,0,1,0,0,0,1
4343.652645306354,10,45,0,1,0,0,0,0,0,1
1121.861213404666,16,20,0,0,0,1,0,0,0,1
4816.296584505853,3,55,0,0,0,0,1,0,1,0
65.71160107563261,11,21,0,0,0,0,1,0,0,1
4849.544739404657,9,41,0,1,0,0,0,0,0,0
220.5837601931277,5,48,0,1,0,0,0,0,1,0
4456.259852921865,0,62,0,0,0,1,0,0,0,1
2640.8670398860677,6,76,0,0,0,1,0,0,1,0
4964.859156615905,20,62,0,0,0,0,0,0,1,0
373.6138408533173,15,76,0,0,0,0,0,0,1,0
2771.5021505845975,23,28,0,0,0,0,0,1,0,0
4846.6661654173995,13,54,0,1,0,0,0,0,0,1
2617.8737316298934,22,18,0,0,0,0,0,1,0,0
3148.8461974856364,19,26,0,1,0,0,0,0,0,0
3480.264701478163,19,34,0,0,0,0,1,0,0,0
2275.432618515027,5,71,0,0,1,0,0,1,0,0
3139.652610019897,21,18,0,0,0,0,1,0,0,1
2923.649988055886,4,20,0,1,0,0,0,0,1,0
